Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (evaluations),Tuition fees up to date,Curricular units 1st sem (evaluations),Admission grade,Course,Age at enrollment,Previous qualification (grade),Father's occupation,Application mode,Mother's occupation,Curricular units 2nd sem (enrolled),GDP,Curricular units 1st sem (enrolled),Mother's qualification,Father's qualification,Scholarship holder,Target_binary
7,12.771428571428572,7,12.771428571428572,11,1,11,130.8,9500,18,144.0,6,18,3,8,-1.7,8,1,1,0,0
6,12.5,6,13.285714285714286,8,1,8,138.4,9070,19,124.0,9,1,9,6,0.79,6,19,19,1,1
6,12.5,6,14.833333333333334,8,0,7,138.4,9085,18,145.0,9,1,3,6,3.51,6,38,37,0,0
2,12.0,4,13.0,7,1,5,130.0,9147,26,130.0,1,42,9,5,-3.12,5,37,38,0,0
6,13.166666666666666,6,13.428571428571429,6,1,7,117.0,9853,19,125.0,5,1,5,6,-4.06,6,19,19,1,0
5,12.0,4,12.75,5,1,7,117.4,9085,19,124.0,10,1,4,5,1.74,5,2,1,0,0
4,11.5,3,13.0,7,1,8,117.8,9670,21,130.0,0,1,0,5,0.32,5,37,37,0,0
4,12.5,5,13.0,10,1,9,106.0,8014,48,133.1,0,43,0,6,0.32,6,34,34,0,0
5,11.4,5,13.0,8,0,8,128.4,9773,18,141.0,7,1,7,6,0.32,6,30,37,0,1
6,11.833333333333334,4,11.0,9,1,10,123.6,9238,20,125.0,10,1,9,6,-3.12,6,19,1,0,0
7,13.12857142857143,7,11.975,9,1,9,100.0,9500,19,99.0,10,1,5,8,0.79,7,1,3,0,0
7,14.402857142857142,7,14.402857142857142,8,1,8,114.8,9500,20,126.0,5,18,5,8,1.74,8,38,37,0,0
0,0.0,0,0.0,4,0,4,160.0,9773,51,160.0,0,43,5,4,-1.7,4,37,37,0,1
7,14.901428571428571,7,14.901428571428571,8,1,8,123.3,9500,20,124.0,0,1,0,8,-3.12,8,34,34,1,1
6,12.0,6,14.7,10,1,10,120.4,9085,18,134.0,1,17,1,6,-0.92,6,19,19,0,0
8,14.0,6,12.428571428571429,8,1,9,120.1,9500,19,133.0,5,1,9,8,0.79,7,19,19,1,0
5,11.8,5,13.2,7,1,8,118.6,9238,21,128.0,175,17,191,6,3.51,6,38,19,1,0
6,13.166666666666666,6,13.571428571428571,8,1,7,120.1,9254,20,132.0,9,1,9,6,3.51,6,1,38,1,0
5,13.333333333333334,6,13.714285714285714,7,1,8,115.4,9130,18,121.0,9,1,2,6,-4.06,6,3,19,0,1
3,12.333333333333334,3,10.0,9,0,9,117.0,9147,23,118.0,7,17,9,5,-3.12,5,37,1,0,1
6,13.428571428571429,6,12.333333333333334,7,1,7,140.0,9238,21,140.0,6,15,9,6,2.02,6,19,19,0,0
2,11.333333333333334,5,12.0,10,1,9,135.6,9070,19,130.0,6,1,3,6,3.51,6,38,37,1,1
1,17.0,1,17.0,12,1,12,117.1,9773,20,129.0,7,1,9,6,-3.12,6,37,37,0,0
0,0.0,2,10.0,9,1,9,112.2,9119,18,115.0,6,43,9,5,-4.06,5,38,19,0,0
6,13.666666666666666,6,16.0,6,1,6,146.2,9070,18,157.0,3,17,3,6,1.79,6,3,3,0,0
6,12.0,6,12.285714285714286,6,1,7,122.6,9254,18,132.0,6,1,5,6,3.51,6,1,38,1,0
4,12.0,6,11.666666666666666,9,1,8,122.1,9853,18,134.0,8,17,4,6,1.74,6,19,38,1,1
3,13.666666666666666,3,11.5,12,1,12,140.0,9003,20,140.0,4,44,9,6,1.79,6,37,37,0,1
7,11.328571428571427,7,11.328571428571427,11,0,11,140.0,9500,23,140.0,9,10,2,8,-1.7,8,3,3,0,1
6,13.0,6,13.5,6,0,6,104.0,9773,24,133.1,163,39,171,6,2.02,6,19,19,1,0
11,11.454545454545457,13,10.923076923076923,13,1,16,112.3,8014,22,121.0,7,51,5,13,-0.92,16,1,38,0,0
6,13.333333333333334,6,13.5,6,1,6,135.0,9773,18,135.0,7,17,5,6,1.79,6,1,19,0,0
5,11.2,6,11.428571428571429,11,1,8,110.0,9238,19,118.0,5,43,5,6,1.74,6,38,38,1,0
0,0.0,1,12.0,10,0,9,130.0,9085,28,130.0,1,7,1,4,1.74,5,3,3,0,1
8,12.36111111111111,7,13.075,11,1,8,119.7,9500,19,133.0,9,1,9,8,1.79,7,1,1,0,0
0,0.0,0,0.0,0,1,0,132.0,171,19,132.0,4,42,1,0,-1.7,0,1,1,0,1
8,13.32625,7,13.47,8,1,10,121.2,9500,19,134.0,10,1,3,8,-4.06,7,38,19,0,0
0,0.0,0,0.0,0,1,0,126.3,171,21,127.0,3,1,4,0,-0.92,0,1,1,0,1
3,10.333333333333334,4,12.25,13,1,8,113.9,9853,21,120.0,5,42,5,6,-1.7,6,1,37,0,1
1,10.0,0,0.0,16,1,7,110.0,9130,30,133.1,5,39,5,6,2.02,6,3,1,1,1
0,0.0,3,11.333333333333334,6,0,6,115.7,9773,19,116.0,8,17,9,6,1.79,6,37,1,0,1
5,11.8,6,13.571428571428571,7,1,8,116.9,9254,18,126.0,4,1,4,6,3.51,6,1,19,0,0
5,12.419999999999998,4,11.575,10,1,15,190.0,9500,18,190.0,4,15,122,7,1.79,7,3,2,0,0
6,14.333333333333334,6,14.166666666666666,6,1,6,103.5,8014,33,130.0,8,39,9,6,-1.7,6,37,37,1,0
7,13.542857142857144,7,13.542857142857144,8,1,8,127.5,9500,19,144.0,6,18,6,8,-1.7,8,37,37,1,0
0,0.0,0,0.0,10,1,10,118.4,9991,20,131.0,9,1,9,5,0.32,5,19,37,0,0
6,15.666666666666666,6,16.571428571428573,6,1,7,153.9,9085,18,157.0,2,1,5,6,0.79,6,3,3,0,0
3,13.666666666666666,4,11.75,12,1,11,100.0,9085,21,127.0,5,43,2,6,0.79,6,3,3,0,0
3,10.5,3,10.666666666666666,7,1,7,140.9,9991,24,150.0,8,39,9,5,1.74,5,19,38,0,1
6,11.0,6,11.833333333333334,8,0,6,123.8,9070,18,122.0,8,17,4,6,-1.7,6,1,1,1,1
6,13.333333333333334,6,14.0,6,1,6,118.1,9238,19,123.0,9,5,2,6,3.51,6,40,38,0,0
5,13.0,4,14.5,12,1,14,140.0,9147,41,110.0,10,39,9,5,-3.12,5,37,37,0,0
1,11.0,1,12.0,11,1,12,140.0,9670,21,140.0,6,53,3,6,3.51,6,19,37,0,0
5,13.8,5,13.8,6,1,5,149.8,9991,36,140.0,5,43,5,5,-1.7,5,37,37,0,0
6,14.428571428571429,6,15.166666666666666,7,1,8,137.6,9670,21,140.0,6,1,2,6,3.51,6,3,1,1,0
4,12.2,4,11.8,18,1,13,123.9,9085,19,126.0,8,1,2,6,1.79,6,3,1,0,0
4,11.75,5,11.4,14,1,13,140.4,9670,31,120.0,4,39,5,6,0.79,6,1,19,0,1
2,13.15,0,0.0,13,1,7,140.0,9556,43,110.0,6,42,9,8,-0.92,7,37,37,0,1
2,12.5,2,12.5,6,1,2,130.0,9991,27,130.0,2,42,2,5,-1.7,2,3,2,0,0
4,11.25,7,12.375,8,1,13,116.9,9070,20,120.0,1,42,3,7,0.79,7,3,2,0,1
0,0.0,1,14.0,7,0,6,131.0,9070,21,117.0,5,1,5,6,-3.12,6,19,37,0,1
5,13.76,5,12.94,7,1,10,127.5,9500,19,138.0,4,1,9,7,-0.92,7,38,1,0,0
6,11.333333333333334,6,11.666666666666666,10,1,7,125.2,9238,20,136.0,3,1,4,6,0.32,6,19,1,0,0
5,11.8,5,12.6,6,0,7,122.2,9773,18,125.0,5,18,9,6,2.02,6,19,37,0,0
8,11.142857142857142,11,11.6875,20,1,23,134.5,8014,25,145.0,0,43,0,10,-3.12,14,34,34,0,0
2,11.5,5,13.0,13,1,13,120.0,9003,22,140.0,2,44,4,6,1.79,6,4,4,0,0
4,11.25,5,12.6,9,1,10,112.6,9853,22,122.0,5,5,4,6,-1.7,6,19,19,0,0
3,13.0,4,12.0,10,1,7,126.6,9119,18,135.0,7,17,5,5,0.32,5,38,37,0,0
2,10.0,1,10.0,8,1,13,115.2,9147,19,126.0,9,1,9,5,1.79,5,19,19,0,0
0,0.0,0,0.0,5,1,5,130.0,9147,35,130.0,5,7,5,5,2.02,5,19,1,0,1
5,13.8,6,13.333333333333334,9,1,6,105.7,9670,19,106.0,3,1,2,6,3.51,6,3,1,0,0
7,12.828571428571427,7,12.828571428571427,9,1,9,132.3,9500,19,151.0,3,1,4,8,-1.7,8,1,1,0,0
4,11.75,2,10.5,5,1,10,118.4,9147,19,118.0,9,17,9,5,1.79,5,1,38,0,0
2,13.0,6,11.833333333333334,8,0,16,118.8,9238,22,124.0,1,43,3,7,-0.92,10,1,1,0,1
0,0.0,0,0.0,0,1,0,117.0,9070,20,133.1,7,1,7,6,-4.06,6,19,19,0,1
8,16.582222222222224,7,17.005555555555556,9,1,9,184.0,9500,28,133.8,10,39,2,8,-4.06,7,3,37,0,0
6,12.833333333333334,6,12.666666666666666,6,1,6,114.4,9773,18,121.0,9,1,4,6,2.02,6,1,38,1,0
5,13.0,5,11.8,7,0,7,124.8,9070,18,123.0,5,1,9,6,3.51,6,38,38,1,0
6,13.0,5,11.833333333333334,6,1,8,134.5,8014,28,150.0,7,39,3,6,-0.92,6,37,38,0,0
6,13.666666666666666,6,14.428571428571429,7,0,7,150.0,9853,25,150.0,5,7,4,6,1.74,6,19,19,0,0
5,12.285714285714286,0,0.0,10,1,11,111.9,9085,21,121.0,9,17,9,5,1.74,5,38,1,0,0
6,13.428571428571429,5,14.428571428571429,7,1,14,150.0,9085,23,150.0,9,44,9,6,-0.92,6,19,19,0,0
19,12.789473684210526,21,12.61904761904762,19,1,21,128.3,9853,35,140.0,3,43,3,19,1.79,21,3,1,0,0
7,12.694285714285714,7,12.694285714285714,8,1,8,120.3,9500,18,127.0,8,1,7,8,1.74,8,19,19,1,0
2,12.5,3,11.666666666666666,14,1,15,121.9,9254,18,125.0,1,1,4,6,1.74,6,1,3,0,1
5,12.8,6,13.571428571428571,6,1,8,131.8,9670,18,143.0,7,1,9,6,1.79,6,37,37,1,0
0,0.0,0,0.0,8,1,5,100.0,9119,21,133.1,8,15,5,6,2.02,5,1,3,0,1
5,12.2,6,11.285714285714286,10,1,8,96.0,9670,25,133.1,9,17,4,6,-4.06,6,1,37,1,0
7,13.285714285714286,6,13.0,7,1,10,108.0,9853,19,115.0,9,1,9,7,1.79,7,19,38,1,0
2,15.0,5,12.4,11,1,12,140.0,9130,20,140.0,7,44,4,6,0.79,6,1,19,0,0
4,11.25,3,11.0,9,1,11,129.3,9238,19,145.0,9,1,9,6,1.74,6,1,19,1,0
8,12.0,7,11.142857142857142,10,1,12,113.5,9991,32,133.1,7,43,9,10,1.74,10,37,37,1,0
6,14.35,6,14.35,7,1,7,122.3,9500,19,130.0,4,1,4,7,0.32,7,1,19,0,0
6,12.5,6,12.833333333333334,12,1,9,99.0,9500,22,133.1,9,1,9,8,-0.92,7,37,37,0,0
6,12.0,6,12.666666666666666,6,1,6,122.0,9853,18,136.0,5,1,5,6,0.32,6,1,19,0,0
0,0.0,2,11.0,0,1,7,129.8,9070,18,134.0,7,1,5,6,-3.12,6,34,1,0,1
0,0.0,1,10.0,9,1,8,120.0,9670,28,140.0,6,39,6,6,1.74,6,37,37,0,1
6,11.9,7,12.60625,12,1,9,108.5,9500,19,133.1,5,1,5,8,1.79,7,19,19,0,0
12,13.291666666666666,12,13.291666666666666,14,1,14,130.0,9500,25,100.0,6,42,2,14,0.32,14,3,37,0,0
2,12.5,3,10.666666666666666,5,1,11,145.4,9119,40,120.0,10,39,9,5,-0.92,5,37,38,0,1
5,11.8,4,11.75,7,1,7,110.6,9670,20,112.0,0,1,7,5,0.32,5,37,1,0,0
0,0.0,0,0.0,6,1,6,140.0,9003,27,160.0,193,39,191,6,2.02,6,1,37,0,0
2,13.5,4,10.0,12,1,10,125.9,9254,22,121.0,9,1,9,6,-3.12,6,19,19,0,0
4,12.5,5,12.0,7,1,6,122.7,9147,18,136.0,3,17,9,5,-4.06,5,1,1,0,0
4,12.75,6,12.333333333333334,10,1,7,134.0,9238,40,120.0,7,39,7,6,3.51,6,37,37,1,1
6,13.5,6,12.333333333333334,6,1,7,128.2,9773,19,132.0,3,1,9,6,-3.12,6,1,2,1,0
8,15.3875,7,13.685714285714283,8,1,7,139.8,9500,18,145.0,10,17,4,8,0.79,7,12,1,0,0
6,12.333333333333334,6,12.5,6,1,8,113.9,9070,18,123.0,9,17,2,6,-4.06,6,4,37,0,0
6,13.55,6,13.55,7,1,7,118.9,9500,19,118.9,9,43,5,7,0.32,7,38,37,1,0
7,12.785714285714286,7,12.785714285714286,8,1,8,118.8,9500,19,126.0,8,1,9,8,-1.7,8,38,38,1,0
6,12.833333333333334,6,13.833333333333334,6,1,7,117.4,9773,20,110.0,5,1,3,6,2.02,6,19,38,0,0
6,12.857142857142858,6,13.428571428571429,12,1,11,160.0,9003,21,160.0,6,44,6,6,-4.06,6,38,38,0,0
0,0.0,0,0.0,9,1,9,140.0,9130,25,140.0,0,7,0,5,1.74,5,34,34,0,1
0,0.0,0,0.0,5,0,5,150.0,9130,22,150.0,8,44,2,5,-1.7,5,3,1,0,1
6,13.571428571428571,6,13.5,9,1,8,121.0,9670,19,128.0,7,1,3,6,2.02,6,38,38,0,0
3,10.571428571428571,3,12.333333333333334,9,1,7,109.0,9147,22,133.1,7,17,4,5,1.74,5,38,38,1,0
7,14.4,7,14.4,8,1,8,139.8,9500,19,141.0,9,1,7,8,-1.7,8,19,19,1,0
2,10.0,4,10.75,13,1,11,105.9,9773,20,108.0,3,1,0,6,0.32,6,34,38,0,1
7,14.9125,6,13.741666666666667,9,1,8,127.5,9500,19,135.0,5,18,4,8,-0.92,7,1,38,1,0
5,11.2,6,12.166666666666666,10,1,6,131.0,9773,18,145.0,4,1,4,6,0.32,6,1,19,1,0
0,0.0,0,0.0,5,1,4,120.0,9003,25,133.1,4,39,2,3,-0.92,3,4,1,0,1
3,10.857142857142858,2,11.5,10,1,8,112.3,9147,19,139.0,5,42,2,5,1.74,5,3,38,0,0
6,14.666666666666666,6,14.666666666666666,12,1,9,120.2,9070,22,130.0,8,1,9,6,-1.7,6,37,1,0,0
0,0.0,0,0.0,6,1,6,100.0,9003,30,133.1,9,39,9,6,2.02,6,19,19,0,1
0,0.0,0,0.0,0,1,12,118.5,8014,31,133.1,1,39,0,6,0.32,6,34,5,0,1
6,14.333333333333334,4,12.5,6,1,6,100.0,8014,27,117.0,9,43,9,6,0.79,6,37,37,0,1
6,12.166666666666666,6,12.75,10,1,8,130.2,9238,18,140.0,9,17,9,6,-1.7,6,19,37,1,0
7,12.228571428571428,6,13.533333333333331,7,1,9,121.3,9500,18,126.0,9,1,7,7,1.79,7,19,19,1,0
6,12.285714285714286,6,14.0,8,1,8,127.3,9238,19,128.0,4,1,9,6,-0.92,6,37,19,1,0
0,0.0,0,0.0,0,1,0,141.7,171,18,134.0,2,1,2,0,0.32,0,3,2,0,0
7,12.4125,6,11.605,10,1,9,117.2,9500,20,128.0,3,17,4,8,-0.92,7,19,1,0,0
14,12.428571428571429,15,11.2,15,1,17,119.5,9991,22,130.0,9,43,9,14,0.32,15,37,37,0,0
1,10.0,1,11.0,11,1,13,100.0,9119,25,133.1,5,39,4,5,0.79,5,1,19,0,0
0,0.0,1,14.0,6,0,9,97.4,9670,44,133.1,90,39,90,6,-1.7,6,37,37,0,1
7,13.142857142857142,9,13.22222222222222,8,1,10,119.0,8014,39,133.1,7,39,4,7,3.51,9,3,19,0,0
4,12.25,7,11.285714285714286,15,1,14,120.0,9003,21,120.0,6,44,2,8,-1.7,9,3,2,0,0
7,14.06,7,14.06,8,1,8,132.3,9500,19,145.0,9,1,9,8,1.74,8,19,37,1,0
0,0.0,0,0.0,6,1,7,95.0,9670,19,133.1,4,1,4,6,-4.06,6,3,1,0,1
5,13.0,3,11.666666666666666,5,1,10,123.6,9085,21,126.0,9,1,9,5,1.74,5,38,37,0,0
2,11.0,3,12.0,7,1,7,111.3,9119,27,138.7,3,39,4,6,0.79,6,1,12,0,1
0,0.0,3,12.333333333333334,9,1,6,122.8,9670,20,127.0,2,17,2,6,1.74,6,3,4,0,1
2,11.5,4,12.5,18,0,11,140.0,9085,24,140.0,4,44,9,6,1.79,6,1,3,0,0
5,11.8,8,11.375,11,1,18,109.0,9147,46,133.1,9,43,9,5,-3.12,9,37,37,0,0
7,13.75,9,14.22222222222222,15,1,15,150.3,9085,21,150.0,8,53,3,9,3.51,11,1,19,1,0
10,14.2,11,14.454545454545457,11,1,12,110.0,8014,42,110.0,10,51,9,11,2.02,12,19,38,0,0
6,16.0,6,13.166666666666666,6,1,6,140.7,9238,18,140.0,9,1,9,6,1.74,6,19,37,1,0
6,14.166666666666666,6,13.666666666666666,6,1,6,113.5,9254,24,130.0,7,39,9,6,1.79,6,19,38,1,0
4,12.4,4,12.0,6,1,7,150.0,9130,20,150.0,4,44,4,5,1.74,5,1,1,0,0
0,0.0,0,0.0,5,0,5,96.0,9991,38,120.0,5,39,5,5,3.51,5,1,1,0,1
10,11.7,6,10.5,10,1,11,127.0,9670,23,127.0,9,43,9,10,-3.12,9,37,37,0,0
1,11.0,3,11.666666666666666,8,1,7,138.4,9991,30,133.1,4,39,9,5,0.32,5,37,1,0,1
11,16.90909090909091,14,16.5,11,1,14,180.0,8014,37,180.0,4,7,9,11,3.51,14,19,19,0,0
1,10.0,0,0.0,5,1,9,120.0,9991,39,133.1,8,39,7,5,-1.7,5,38,38,0,1
2,12.5,3,10.666666666666666,13,1,9,118.8,9147,21,123.0,6,1,4,5,0.32,5,1,1,0,0
4,10.25,4,12.5,12,1,12,120.5,9254,19,118.0,5,17,5,6,0.32,6,19,37,0,1
6,12.666666666666666,6,12.0,7,1,7,140.0,9003,19,140.0,6,44,6,6,1.79,6,38,38,0,0
0,0.0,2,10.5,5,1,8,161.8,9991,33,160.0,0,17,0,5,0.32,5,34,34,0,1
5,12.4,6,12.666666666666666,6,1,6,131.3,9070,22,140.0,5,1,5,6,1.79,6,19,19,1,0
6,13.666666666666666,6,13.833333333333334,6,1,6,113.0,9773,19,121.0,7,1,9,6,2.02,6,19,38,0,0
7,15.0,7,15.714285714285714,7,1,7,147.2,9853,18,143.0,4,1,4,7,2.02,7,19,3,0,0
3,14.333333333333334,2,11.5,11,1,9,134.1,9991,24,154.0,5,17,4,5,0.32,5,38,38,0,0
6,13.966666666666669,6,13.966666666666669,7,1,7,147.3,9500,18,147.0,8,1,5,7,0.32,7,38,19,0,0
2,12.5,3,13.333333333333334,6,0,9,124.6,9238,20,140.0,2,17,4,6,3.51,9,1,44,0,1
5,14.8,5,13.285714285714286,16,1,12,133.0,9119,18,148.0,7,1,9,5,1.79,5,19,38,0,1
3,11.0,5,11.4,9,0,8,110.0,8014,31,133.1,7,39,90,6,-3.12,6,37,37,0,1
12,12.5,13,11.923076923076923,12,0,13,122.8,9147,42,120.0,9,43,9,12,-4.06,13,37,37,0,1
6,10.714285714285714,5,10.8,8,1,9,108.7,9238,19,115.0,7,1,7,6,-4.06,6,19,38,1,0
0,0.0,0,0.0,0,1,0,135.6,171,26,130.0,8,1,7,0,2.02,0,1,38,0,1
7,14.671428571428574,7,13.7,9,1,7,117.8,9500,19,118.0,7,1,5,8,1.79,7,19,19,1,0
6,14.0,6,13.857142857142858,6,1,7,152.0,9238,19,160.0,9,1,9,6,0.79,6,19,38,1,0
8,14.6875,7,13.585714285714284,8,1,8,128.0,9556,20,130.0,5,43,5,8,-4.06,7,1,37,0,0
0,0.0,0,0.0,0,1,0,100.0,9119,36,133.1,9,39,9,5,-0.92,5,37,37,0,1
0,0.0,0,0.0,5,0,11,118.0,9119,33,133.1,7,39,7,5,-3.12,5,37,37,0,1
4,12.25,2,10.0,12,0,16,140.0,9773,43,110.0,10,39,9,6,1.74,6,37,37,0,1
6,12.375,5,13.4,9,1,9,127.2,9070,20,137.0,9,1,9,6,0.79,6,19,38,1,0
6,12.833333333333334,6,12.833333333333334,8,1,6,129.6,9773,18,125.0,7,1,9,6,1.79,6,19,19,0,0
0,0.0,0,0.0,10,1,10,97.5,8014,29,133.1,0,39,0,5,0.32,6,34,34,0,1
8,13.3675,8,13.3675,8,1,8,120.0,9500,25,133.1,4,39,9,8,-3.12,8,19,37,1,0
8,13.9475,8,13.9475,8,1,8,129.5,9500,19,131.0,9,1,5,8,-3.12,8,1,1,1,0
7,13.585714285714284,7,13.585714285714284,8,1,8,127.0,9500,18,143.0,9,1,9,8,-1.7,8,19,19,1,0
4,11.6,5,12.6,9,1,8,119.8,9147,19,131.0,10,17,3,5,3.51,5,19,38,0,0
6,10.5,4,11.25,6,1,10,118.2,9254,20,122.0,5,17,5,6,1.79,6,19,19,1,0
5,10.4,6,11.833333333333334,9,1,8,135.0,9254,20,135.0,3,17,4,6,0.32,6,19,19,0,0
7,11.785714285714286,7,11.785714285714286,8,1,8,125.3,9500,18,135.0,5,18,9,8,-1.7,8,38,37,1,0
6,13.166666666666666,6,13.333333333333334,8,1,6,155.0,9238,21,163.0,6,1,5,6,-3.12,6,37,37,1,0
5,11.6,4,10.5,7,1,7,100.0,9670,25,120.0,5,39,4,5,-3.12,5,1,19,1,0
0,0.0,0,0.0,0,0,0,157.0,9773,18,130.0,5,1,5,6,0.79,6,19,19,0,1
0,0.0,0,0.0,0,1,0,152.9,171,18,162.0,7,1,4,0,1.79,0,19,19,1,0
1,10.0,0,0.0,7,1,10,121.6,9119,19,129.0,9,51,2,5,0.32,5,2,37,0,0
8,12.55,7,13.094285714285714,8,1,7,114.5,9500,19,114.0,5,1,5,8,1.79,7,1,1,1,0
1,11.0,3,12.0,9,1,8,117.2,9254,21,120.0,8,1,9,6,-4.06,6,19,1,0,1
7,10.571428571428571,6,11.166666666666666,16,1,18,113.2,9147,21,123.0,9,43,9,10,0.32,10,3,19,0,0
6,12.5,6,13.166666666666666,6,1,7,128.6,9238,18,137.0,9,1,4,6,1.79,6,3,1,1,0
7,14.214285714285714,7,14.214285714285714,8,1,8,130.8,9500,19,144.0,4,1,9,8,-1.7,8,1,19,1,0
4,12.0,2,13.0,8,1,14,121.3,9085,21,130.0,5,17,5,5,-3.12,5,19,37,0,0
7,15.07,7,15.07,8,1,8,121.3,9500,18,137.0,3,17,4,8,1.74,8,1,19,1,0
2,10.5,4,10.5,11,1,9,150.8,9119,18,163.0,8,1,5,5,0.32,5,19,37,0,0
2,10.333333333333334,6,12.166666666666666,10,0,7,110.4,9773,19,117.0,7,1,7,6,-0.92,6,38,19,0,1
6,13.5,6,12.833333333333334,6,1,6,139.1,9773,19,152.0,9,1,9,6,-0.92,6,38,37,1,0
5,12.6,4,12.5,6,1,8,126.5,9773,18,130.0,9,1,3,6,-1.7,6,19,38,0,0
6,13.0,5,12.4,7,1,11,135.9,9238,18,132.0,5,1,9,6,-3.12,6,37,37,0,0
0,0.0,1,11.0,13,1,10,138.6,9147,19,162.0,5,17,4,5,-1.7,5,1,38,0,0
6,14.375,6,12.666666666666666,8,1,6,134.5,8014,19,138.0,5,18,9,6,1.79,6,19,1,0,0
6,12.0,6,12.166666666666666,9,1,7,118.1,8014,20,130.0,9,1,9,6,0.32,6,1,1,0,0
6,12.766666666666666,6,12.766666666666666,7,1,7,128.5,9500,18,136.0,9,17,4,7,0.32,7,1,1,0,0
6,13.666666666666666,6,13.333333333333334,7,1,8,123.2,9130,19,133.0,9,1,9,6,3.51,6,1,37,1,0
7,13.30625,6,13.046666666666669,10,1,8,127.0,9500,26,150.0,7,39,3,8,2.02,7,3,38,0,1
3,12.333333333333334,2,12.5,8,1,13,110.0,9130,24,150.0,10,39,4,5,-3.12,5,1,1,0,1
5,13.0,5,11.0,9,1,8,135.6,9670,43,150.0,4,39,9,6,1.79,6,37,19,1,0
10,12.727272727272728,12,12.333333333333334,12,1,13,154.6,171,19,150.0,5,1,2,11,3.51,12,3,3,0,1
0,0.0,3,12.333333333333334,8,0,7,96.0,9147,29,160.0,9,43,9,5,1.74,5,37,37,0,1
13,11.384615384615383,19,12.210526315789474,13,1,24,104.8,9003,46,140.0,6,39,9,13,-4.06,19,37,37,0,0
8,15.91111111111111,7,14.114285714285714,9,1,7,138.0,9500,28,140.0,9,7,9,8,-0.92,7,37,38,0,1
5,11.6,5,10.6,8,1,5,150.0,9147,19,150.0,1,15,9,5,1.79,5,38,1,0,0
0,0.0,1,13.0,15,1,14,115.0,9500,20,119.0,4,1,4,7,2.02,7,1,1,1,1
1,11.0,2,11.5,5,0,6,130.0,9130,27,130.0,5,7,90,5,-1.7,5,19,37,0,1
6,13.666666666666666,6,14.0,6,1,6,136.1,9238,18,135.0,9,1,3,6,1.79,6,19,38,1,0
5,12.333333333333334,5,12.0,6,1,6,122.1,9147,20,135.0,9,1,9,5,-0.92,5,19,1,0,0
4,13.75,4,11.25,8,1,13,110.0,9238,34,120.0,9,43,9,6,0.79,6,37,37,0,0
0,0.0,0,0.0,0,1,0,124.3,171,18,140.0,9,1,9,0,0.32,0,37,37,0,0
3,12.0,4,12.0,10,1,13,129.0,8014,37,133.1,7,39,9,6,-0.92,6,37,37,0,1
0,0.0,0,0.0,5,1,5,119.9,9119,20,130.0,3,17,7,5,-3.12,5,38,19,0,1
11,13.583333333333334,12,13.583333333333334,12,1,12,131.9,171,19,135.0,1,17,4,11,3.51,12,19,1,0,0
3,15.333333333333334,6,13.5,6,1,7,138.0,9085,21,153.0,9,18,9,6,3.51,6,37,37,1,1
7,14.071428571428571,7,11.5875,9,1,8,118.9,9500,20,128.0,10,1,4,8,0.79,7,1,1,0,0
4,10.75,2,10.0,12,1,13,140.4,9238,20,154.0,7,17,9,6,0.32,6,19,37,1,0
0,0.0,0,0.0,5,1,7,116.0,9238,19,124.0,10,1,7,5,0.79,6,19,1,0,1
0,0.0,0,0.0,0,1,0,110.0,171,20,133.1,10,1,9,0,-0.92,0,1,1,0,0
7,12.285714285714286,7,12.285714285714286,12,1,12,136.3,9500,18,145.0,8,17,3,8,-1.7,8,2,38,0,0
6,12.9,6,12.9,7,1,7,125.0,9500,19,139.0,7,1,9,7,0.32,7,38,37,1,0
0,0.0,0,0.0,0,1,0,119.4,171,20,132.0,1,1,4,0,1.74,0,1,1,0,1
6,12.041666666666666,6,13.976666666666668,12,1,8,114.3,9500,18,122.0,7,1,3,8,2.02,7,1,1,0,0
6,12.5,5,11.6,6,1,6,110.2,9773,19,113.0,175,17,191,6,3.51,6,38,38,0,0
0,0.0,1,11.0,0,0,6,115.5,8014,33,140.0,5,39,90,6,1.74,6,37,37,0,1
0,0.0,0,0.0,0,0,0,137.9,171,18,140.0,6,1,5,0,3.51,0,19,37,0,1
5,13.0,7,11.285714285714286,8,1,12,128.2,9119,35,120.0,0,42,0,8,-3.12,10,34,34,0,1
4,12.25,4,14.75,7,1,12,123.1,9773,20,121.0,5,17,5,6,-3.12,6,1,1,0,0
5,12.0,4,11.571428571428571,9,1,11,122.1,9147,18,128.0,6,1,5,5,0.79,5,38,37,1,0
6,14.85,6,14.85,7,1,7,129.8,9500,20,134.0,9,43,9,7,0.32,7,37,37,0,0
4,12.75,6,12.0,16,1,13,126.8,9085,18,125.0,7,1,3,6,2.02,6,19,37,0,0
4,12.0,3,10.666666666666666,12,1,12,140.0,9003,21,140.0,4,44,9,6,-4.06,6,19,19,0,1
4,12.0,5,12.6,8,1,9,127.7,9085,19,142.0,9,1,9,5,-1.7,5,1,1,0,0
5,14.375,5,14.714285714285714,14,1,11,142.7,9991,34,133.1,10,39,9,5,-0.92,5,38,19,1,0
6,12.571428571428571,6,12.833333333333334,7,1,7,130.0,9070,18,145.0,7,1,7,6,3.51,6,38,19,0,0
